1221,1228,"Autism Ribbon Charm","<p>This autism ribbon barrel charm is made for snake chain style bracelets. The sterling silver plated charm is a circular shape with three autism ribbons around the outside. This charm is 10 mm x 8 mm with a 5 mm diameter opening.</p>","Wholesale Merchandise Shop",vendor-unknown,"Autism - Retail, Charms, clearance_Yes, color_Multicolored, Generic, GiftOption_No, product-type_Charms, shape_Barrel, walmart, Wholesale Merchandise Shop: Charms-21, Wholesale Merchandise Sh",0.0090718474,RE-CHARM49-2A,,autism-ribbon-charm-1-autism-charm-retail,1.5,,1.5,999,8.99,Title,"Default Title",,,,,"Autism Ribbon",'849228034998
1222,1229,"Teal & Purple Crystal Accent Charms","<p>This teal and purple crystal charm fits snake chain style bracelets. The sterling silver plated charm is a circular shape with 10 teal and purple crystals around the outside. The charm is 10 mm x 5 mm with a 5 mm diameter opening.</p>","Wholesale Merchandise Shop",vendor-unknown,"Charms, clearance_Yes, color_Teal-Purple, Generic, GiftOption_No, product-type_Charms, shape_Circle, Teal & Purple Ribbon - Wholesale, Wholesale Merchandise Shop, Wholesale Merchandise Shop: ",0.045359237,RE-CHARM49-32B,,pack-of-10-teal-purple-crystal-accent-charms-10-charms,1.5,,1.5,999,8.99,Title,"Default Title",,,,,"Teal & Purple Ribbon",'849228040425
1223,1230,"Teal Crystal Charm","<p>This teal crystal charm is made for snake chain style bracelets. The sterling silver plated charm is a circular shape with 10 teal crystals around the outside. The charm is 10 mm x 5 mm with a 5 mm diameter opening. </p>","Wholesale Merchandise Shop",vendor-unknown,"Charms, clearance_No, color_Teal, Generic, GiftOption_No, product-type_Charms, shape_Circle, Teal Ribbon - Retail, walmart, Wholesale Merchandise Shop: Charms-17, Wholesale Merchandise Shop: ",0.045359237,RE-CHARM49-3B,,teal-crystal-charm-1-charm-retail,1.5,,1.5,999,8.99,Title,"Default Title",,,,,,'849228019827
1224,1231,"Purple Crystal Charm","<p>This purple crystal charm fits snake chain style bracelets. The sterling silver plated charm is a circular shape with 10 purple crystals around the outside. The charm is 10 mm x 5 mm with a 5 mm diameter opening.</p>","Wholesale Merchandise Shop",vendor-unknown,"Charms, clearance_Yes, color_Purple, Generic, GiftOption_No, product-type_Charms, Purple Ribbon - Retail, shape_Circle, walmart, Wholesale Merchandise Shop: Charms-114, Wholesale Merchandise",0.045359237,RE-CHARM49-4B,,purple-crystal-charm-1-charm-retail,1.5,,1.5,999,8.99,Title,"Default Title",,,,,,'849228019841
1225,1232,"Red Ribbon Awareness Charm","<p>This red ribbon barrel charm is made for snake chain style bracelets. The sterling silver plated charm is a circular shape with three red ribbons around the outside. This charm is 10 mm x 8 mm with a 5 mm diameter opening.</p>","Wholesale Merchandise Shop",vendor-unknown,"Charms, clearance_Yes, color_Red, Generic, GiftOption_No, product-type_Charms, Red Ribbon - Retail, shape_Barrel, walmart, Wholesale Merchandise Shop: Charms-122, Wholesale Merchandise Shop: ",0.045359237,RE-CHARM49-6A,,red-ribbon-charm-1-charm-retail,1.5,,1.5,291,8.99,Title,"Default Title",,,,,"Red Ribbon",'849228019728
1226,1233,"Red Crystal Charm","<p>This red crystal charm is made for snake chain style bracelets. The sterling silver plated charm is a circular shape with ten red crystals around the outside. The charm is 10 mm x 8 mm with a 5 mm diameter opening.</p>","Wholesale Merchandise Shop",vendor-unknown,"Charms, clearance_Yes, color_Red, Generic, GiftOption_No, product-type_Charms, Red Ribbon - Retail, shape_Circle, walmart, Wholesale Merchandise Shop: Charms-122, Wholesale Merchandise Shop: ",0.045359237,RE-CHARM49-6B,,red-crystal-charm-1-charm-retail,1.5,,1.5,522,8.99,Title,"Default Title",,,,,,'849228025989
1227,1234,"Dk Blue Ribbon Charm","<p>This dark blue ribbon barrel charm is made for threaded snake chain style bracelets. The sterling silver plated charm is a circular shape with three dark blue ribbons around the outside. The charm is 10 mm x 8 mm with a 5 mm diameter opening.</p>","Wholesale Merchandise Shop",vendor-unknown,"Charms, clearance_Yes, color_Dark Blue, Dark Blue Ribbon - Retail, Generic, GiftOption_No, product-type_Charms, shape_Barrel, walmart, Wholesale Merchandise Shop: Charms-111, Wholesale Mercha",0.045359237,RE-CHARM49-8A,,dk-blue-ribbon-charm-1-charm-retail,1.5,,1.5,1032,8.99,Title,"Default Title",,,,,"Dark Blue Ribbon",'849228019766
1228,1235,"Dk Blue Crystal Accent Charm","<p>This dark blue crystal charm is made for snake chain style bracelets. The sterling silver plated charm is a circular shape with ten dark blue crystals around the outside. The charm is 10 mm x 8 mm with a 5 mm diameter opening.</p>","Wholesale Merchandise Shop",vendor-unknown,"Charms, clearance_Yes, color_Dark Blue, Dark Blue Ribbon - Retail, Generic, GiftOption_No, product-type_Charms, shape_Circle, walmart, Wholesale Merchandise Shop: Charms-111, Wholesale Mercha",0.045359237,RE-CHARM49-8B,,dk-blue-crystal-charm-1-charm-retail,1.5,,1.5,280,8.99,Title,"Default Title",,,,,"Dark Blue Ribbon",'849228026009
1229,1236,"Lime Green Ribbon Charm","<p>This lime green ribbon barrel charm is made for threaded snake chain style bracelets. The sterling silver plated charm is a circular shape with three lime green ribbons around the outside. The charm is 10 mm x 8 mm with a 5 mm diameter opening.</p>","Wholesale Merchandise Shop",vendor-unknown,"Charms, clearance_No, color_Lime Green, Generic, GiftOption_No, Lime Green Ribbon - Retail, product-type_Charms, shape_Barrel, walmart, Wholesale Merchandise Shop: Charms-20, Wholesale Mercha",0.045359237,RE-CHARM49-9A,,lime-green-ribbon-charm-1-charm-retail,1.5,,1.5,922,8.99,Title,"Default Title",,,,,"Lime Green Ribbon",'849228019780
1230,1237,"Blue & Yellow Ribbon Shaped Charm","<p>This blue and yellow ribbon shaped charm is made for snake chain style bracelets. This sterling silver plated charm is a chunky 1/2"" inch tall blue and yellow ribbon with a 5 mm diameter opening through the side. </p>","Wholesale Merchandise Shop",vendor-unknown,"Blue & Yellow Ribbon - Retail, Charms, clearance_Yes, color_Blue-Yellow, Generic, GiftOption_No, product-type_Charms, shape_Ribbon, walmart, Wholesale Merchandise Shop: Charms-38, Wholesale M",0.045359237,RE-CHARM49C-10,,blue-yellow-ribbon-shaped-charm-1-charm-retail,1.5,,1.5,999,6.99,Title,"Default Title",,,,,"Yellow & Blue Ribbon",'849228040005
1231,1238,"Purple Ribbon Shaped Charm","<p>This purple ribbon shaped charm is made for snake chain style bracelets. This sterling silver plated charm is a chunky 1/2"" inch tall purple ribbon with a 5 mm diameter opening through the side. </p>","Wholesale Merchandise Shop",vendor-unknown,"Charms, clearance_Yes, color_Purple, Generic, GiftOption_No, product-type_Charms, Purple Ribbon - Retail, shape_Ribbon, walmart, Wholesale Merchandise Shop: Charms-114, Wholesale Merchandise",0.045359237,RE-CHARM49C-4,,purple-ribbon-shaped-charm-1-charm-retail,1.5,,1.5,999,8.99,Title,"Default Title",,,,,"Purple Ribbon",'849228039603
1232,1239,"Pink Ribbon Awareness Heart Charm","<p>This pink ribbon heart charm is a chunky silver heart with a pink ribbon on both sides and fits snake chain style bracelets. Each sterling silver plated charm is 1/2 inch x 1/2 inch with a 5 mm diameter opening through the side. </p>","Wholesale Merchandise Shop",vendor-unknown,"Charms, clearance_Yes, color_Pink, Generic, GiftOption_No, Pink Ribbon - Retail, product-type_Charms, shape_Heart, walmart, Wholesale Merchandise Shop: Charms-15, Wholesale Merchandise Shop: ",0.045359237,RE-CHARM49E-1,,pink-ribbon-heart-charm-1-charm-retail,1.5,,1.5,124,8.99,Title,"Default Title",,,,,"Pink Ribbon",'849228042351
1233,1240,"Blue & Yellow Ribbon Heart Charm","<p>This blue and yellow ribbon heart charm is a chunky silver heart with a blue and yellow ribbon on both sides and fits snake chain style bracelets. Each sterling silver plated charm is 1/2 inch x 1/2 inch with a 5 mm diameter opening through the side. </p>","Wholesale Merchandise Shop",vendor-unknown,"Blue & Yellow Ribbon - Retail, Charms, clearance_Yes, color_Blue-Yellow, Generic, GiftOption_No, product-type_Charms, shape_Heart, walmart, Wholesale Merchandise Shop: Charms-38, Wholesale Me",0.045359237,RE-CHARM49E-10,,blue-yellow-ribbon-heart-charm-1-charm-retail,1.5,,1.5,12,8.99,Title,"Default Title",,,,,"Yellow & Blue Ribbon",'849228045291
1234,1241,"Rainbow Heart Cufflinks","<p>These pretty rainbow heart cufflinks are colorful heart shaped cufflinks with stripes in the colors of the rainbow. Perfect for same sex weddings or other special LGBTQ events. The hearts are 5/8 inch by 5/8 inch and each pair is sterling silver plated. </p>","Wholesale Merchandise Shop",vendor-unknown,"clearance_Yes, color_Rainbow, Cufflinks, Generic, GiftOption_Yes, product-type_Cufflinks, Rainbow - Wholesale, shape_Heart, Wholesale Merchandise Shop, Wholesale Merchandise Shop: Cuff Links,",0.007983225712,RE-CL-03-RB,,gay-pride-rainbow-heart-cufflinks,4,,4,500,19.99,"Package Quantity","1 Pair",,,,,,'857217009216
1235,1242,"Rainbow Flag Cufflinks","<p>These rainbow flag cufflinks are colorful flag shaped cufflinks with stripes in the colors of the rainbow. Perfect for same sex weddings or other special LGBTQ events. The flags are 1/2 inch by 5/8 inch and each pair is sterling silver plated.</p>","Wholesale Merchandise Shop",vendor-unknown,"clearance_Yes, color_Rainbow, Cufflinks, Generic, GiftOption_Yes, product-type_Cufflinks, Rainbow - Wholesale, shape_Flag, Wholesale Merchandise Shop, Wholesale Merchandise Shop: Cuff Links,",0.007983225712,RE-CL-04-RB,,gay-pride-rainbow-flag-cufflinks,4,,4,499,19.99,"Package Quantity","1 Pair",,,,,"Gay Pride",'857217009230
1236,1243,"Rectangle Rainbow Flag Cufflinks","<p>These Gay PRIDE rectangle rainbow cufflinks are colorful rectangular shaped cufflinks with stripes in the colors of the rainbow. Perfect for same sex weddings or other special LGBTQ events. The rectangles are 3/8 inch by 5/8 inch and each pair is sterling silver plated. </p>","Wholesale Merchandise Shop",vendor-unknown,"clearance_No, color_Rainbow, Cufflinks, Generic, GiftOption_Yes, product-type_Cufflinks, Rainbow - Wholesale, shape_Rectangle, Wholesale Merchandise Shop, Wholesale Merchandise Shop: Cuff Lin",0.007983225712,RE-CL-05-RB,,gay-pride-rectangle-rainbow-cufflinks,4,,4,500,19.99,"Package Quantity","1 Pair",,,,,"Gay Pride",'857217009254
1237,1244,"Magnetic Purple Ribbon Chip Clip","<p>This purple ribbon chip clip is a durable plastic clip with a magnetic backing so you can store on your refrigerator when not in use and show your support for cancer awareness or other purple ribbon cause. The clip is 3 inches tall by 2 inches wide. </p>","Wholesale Merchandise Shop",vendor-unknown,"Chip Clip, clearance_Yes, color_Purple, Generic, GiftOption_No, Overstocks, Overstocks: Miscellaneous Items, product-type_Magnets, Purple Ribbon - Retail, shape_Ribbon, Wholesale Merchandise",0.0589670081,RE-CLIP-4,,magnetic-purple-ribbon-chip-clip-1-clip-retail,1,,1,16,5.99,Title,"Default Title",,,,,"Purple Ribbon",'849228042504
1238,1245,"Pink Ribbon Awareness Hair Clip","<p>This pink ribbon hair clip is 3 inches long and comes on a card. The card is individually wrapped.</p>","Wholesale Merchandise Shop",vendor-unknown,"clearance_Yes, color_Pink, Generic, GiftOption_No, Hair clip, Pink Ribbon - Retail, product-type_Hair Clips, shape_Ribbon, Wholesale Merchandise Shop: Clothing/Hats/Other-1, Wholesale Merchan",0.045359237,RE-CLP-1,,pink-ribbon-hair-clip-1-clip-retail,1,,1,158,5.99,Title,"Default Title",,,,,"Pink Ribbon",'814361018068
1239,1246,"Teal Ribbon Hair Clip","<p>This big teal ribbon hair clip is 3 inches long and comes on a card that is individually wrapped.</p>","Wholesale Merchandise Shop",vendor-unknown,"clearance_Yes, color_Teal, Generic, GiftOption_No, Hair clip, product-type_Hair Clips, shape_Ribbon, Teal Ribbon - Retail, Wholesale Merchandise Shop: Clothing/Hats/Other-5, Wholesale Merchan",0.045359237,RE-CLP-3,,teal-ribbon-hair-clip-1-clip-retail,1,,1,103,5.99,Title,"Default Title",,,,,"Teal Ribbon",'849228024166
1240,1247,"Purple Ribbon Hair Clip","<p>This purple ribbon hair clip is 3 inches long and comes on a card in a bag.</p>","Wholesale Merchandise Shop",vendor-unknown,"clearance_Yes, color_Purple, Generic, GiftOption_No, Hair clip, product-type_Hair Clips, Purple Ribbon - Retail, shape_Ribbon, Wholesale Merchandise Shop: Clothing/Hats/Other-2, Wholesale Mer",0.045359237,RE-CLP-4,,purple-ribbon-hair-clip-1-clip-retail,1,,1,140,5.99,Title,"Default Title",,,,,"Purple Ribbon",'849228024173
1241,1248,"Pink Crystal Ribbon Baseball Hats in Black","<p>This pink ribbon baseball hat is a black hat that has a beautiful pink crystal ribbon on the front. The hat is made of 100% soft cotton and has a Velcro back closure. </p>","Wholesale Merchandise Shop",vendor-unknown,"clearance_No, color_Black, Generic, GiftOption_No, Hat, Overstocks, Overstocks: Clothing/Hats/Visors, Pink Ribbon - Wholesale, product-type_Hats, Wholesale Merchandise Shop, Wholesale Merchan",0.1133980925,RE-CRHT-1B,,pink-crystal-ribbon-baseball-hats-in-black,5,,5,470,15.99,Title,"Default Title",,,,,,'814361018075
1242,1249,"Pink Crystal Ribbon Baseball Hat in Pink","<p>This pink baseball hat has a beautiful pink crystal ribbon on the front. The hat is made of 100% cotton and has a Velcro back closure. </p>","Wholesale Merchandise Shop",vendor-unknown,"clearance_Yes, color_Pink, Generic, GiftOption_No, Hat, Overstocks, Overstocks: Clothing/Hats/Visors, Pink Ribbon - Retail, product-type_Hats, walmart, Wholesale Merchandise Shop: Baseball Ha",0.1133980925,RE-CRHT-1P,,pink-crystal-ribbon-baseball-hat-in-pink-1-hat-retail,5,,5,243,15.99,Title,"Default Title",,,,,,'814361013735
1243,1250,"Large Autism Heart with Puzzle Pieces and Crystals Necklaces","<p>This beautiful autism awareness heart necklaces has a puzzle piece design with beautiful crystals outlining the heart and makes a wonderful gift. This chunky style necklace has an adjustable length chain extender so you can make the necklace as long or short as you like. The heart charm is 1 1/2 inches by 1 1/2 inches and the chain is 10 inches. </p>","Wholesale Merchandise Shop",vendor-unknown,"Autism - Wholesale, clearance_No, color_Multicolored, Generic, GiftOption_Yes, Necklaces, product-type_Necklaces, shape_Heart, Wholesale Merchandise Shop, Wholesale Merchandise Shop: Autism R",0.045359237,RE-CUSN-03-2,,autism-heart-with-puzzle-pieces-and-crystals-necklaces,3,,3,998,8.99,Title,"Default Title",,,,,"Autism Ribbon",'849228018783
1244,1251,"Pink Ribbon Car Window Decal","<p>This pink ribbon car window decal is a 4 inch round decal that has a pink ribbon in the middle with the words ""We're In This Together"" forming a circle around the ribbon. The transparent adhesive pink ribbon window decal sticks on the inside of your car window and is great for showing your support for breast cancer awareness. </p>","Wholesale Merchandise Shop",vendor-unknown,"clearance_Yes, color_Pink, Decalss, Generic, GiftOption_No, Pink Ribbon - Retail, product-type_Decals, shape_Circle, Wholesale Merchandise Shop: Gift Shop (Buy Just 1)-2",0.0226796185,RE-DECAL-1,,pink-ribbon-car-window-decal-1-decal-retail,0.75,,0.75,2236,5.99,Title,"Default Title",,,,,"Pink Ribbon",'849228038040
1245,1252,"Autism Awareness Car Window Decals","<p>This autism awareness car window decal   is a 4 inch round decal that has the words ""Autism Touches Us All"" with a cute design of puzzle pieces and hands. This transparent adhesive window decal sticsk on the inside of your car window and is great for showing your support for autism awareness. </p>","Wholesale Merchandise Shop",vendor-unknown,"Autism - Wholesale, clearance_No, color_Multicolored, Decalss, Generic, GiftOption_No, product-type_Decals, shape_Circle, Wholesale Merchandise Shop, Wholesale Merchandise Shop: Autism Ribbon",0.00199864138,RE-DECAL-2,,autism-awareness-car-window-decals,0.75,,0.75,499,5.99,"Package Quantity","1 Decal",,,,,"Autism Ribbon",'849228038019
1246,1253,"Teal Ribbon Car Window Decal","<p>This teal ribbon car window decal is a 4 inch round decal that has a teal ribbon in the middle with the words ""We're In This Together"" forming a circle around the ribbon. This transparent adhesive teal ribbon window decal sticks on the inside of your car window and is great for showing your support for ovarian cancer awareness. </p>","Wholesale Merchandise Shop",vendor-unknown,"clearance_No, color_Teal, Decals, Generic, GiftOption_No, product-type_Decals, shape_Circle, Teal Ribbon - Retail, Wholesale Merchandise Shop: Fundraising Supplies-11, Wholesale Merchandise S",0.0226796185,RE-DECAL-3,,teal-ribbon-car-window-decal-1-decal-retail,0.75,,0.75,999,5.99,Title,"Default Title",,,,,"Teal Ribbon",'849228038064
